"","Breaking.Bad","Planet.Earth","Sherlock","The.Shawshank.Redemption","Human.Planet","The.Blue.Planet","The.Godfather","Interstellar","Life","Pulp.Fiction","The.Dark.Knight","The.Godfather..Part.II","The.Good..the.Bad.and.the.Ugly","Valley.Uprising","X12.Angry.Men","Boyhood","Fight.Club","Schindler.s.List","The.Decalogue","The.Lord.of.the.Rings..The.Return.of.the.King","Goodfellas","Gravity","House.of.Cards","Inception","One.Flew.Over.the.Cuckoo.s.Nest","Seven.Samurai","Star.Wars","Star.Wars..Episode.V...The.Empire.Strikes.Back","The.Lord.of.the.Rings..The.Fellowship.of.the.Ring","Casablanca","City.of.God","Forrest.Gump","It.s.a.Wonderful.Life","Once.Upon.a.Time.in.the.West","Se7en","Tell.It.on.the.Mountain","The.Lego.Movie","The.Lord.of.the.Rings..The.Two.Towers","The.Matrix"
"4862","0.236794516806128","0","0.0687216799765158","0","0.125210992568886","0.244447241604373","0","0.074884468694726","0.140574807447261","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.206449447527786","0","0.113652719636996","0","0.10846759403242","0.271952174706674","0.0523180130966045","0","0.0881364246742419","0.264824779244051","0.112142091377145","0.193530959727529","0.166001911562779","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0","0.0677747395738309","0.0543224659058046","0.354484676146792"
"4884","0","0","0","0.207986317832881","0.265224034882466","0","","","0","0.101773393308898","0","0.0521872416545254","0.0757423207778738","0.0784920064788018","0.0839139149693571","0.100479091057365","0","0.138206207460052","0","0.0609980617781359","0","0.19801386328979","0","0.160950078563328","0","0","0","0.347594692938435","0.0511657977097264","","0.0557539598809364","0.207063733914579","0.0351823541392627","0","0.35695973955449","0.0784003243221997","0","0","0"
"4926","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"4930","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"4963","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"4974","0.138711016449446","0.0754948953099413","0.171158058363248","0.0528130896847033","","0.128040682496938","0.117806080677545","0.155422571495787","0.068218335741329","0.302252684391765","0.0508093467048796","0.0560580899758438","0.233951798043499","0.192049117581268","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0.102678578595005","0.0881364246742419","0.228667272830257","0.2786299198905","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","","","0","0.175933442202836","0","0.056373087024833","0.201685121861645"
"4977","0.138711016449446","0.0962374860905087","0.0909892554878586","0.0833269675791733","0.2014604000665","0.329215143851632","","0.122610622228491","","0.069679479086411","0.0983371385587473","0","0.177631380492003","0.0784920064788018","0.182219025078753","0.100479091057365","0.119698876295834","0.0468958963547686","0.114237909674861","0.286694441951078","0.184560602323514","0.352238254610319","0.368517942794785","0.319180855444545","","0.0939169700942845","0.227548556892022","0.22720791516648","0.409612773099935","0.178608446133822","0","0.118456616342213","0.144526267411571","","0.212271429856233","0.256604912166272","0","0.0599369409421067",""
"4997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5059","0.236794516806128","0","0.0687216799765158","0","0.125210992568886","0.244447241604373","0","0.074884468694726","0.140574807447261","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.206449447527786","0","0.113652719636996","0","0.10846759403242","0.271952174706674","0.0523180130966045","0","0.0881364246742419","0.264824779244051","0.112142091377145","0.193530959727529","0.166001911562779","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0","0.0677747395738309","0.0543224659058046","0.354484676146792"
"5069","0","0","0","0.204111266931108","0","0.118136583496423","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0","0","0.12736208776925","0.0682169916859094","0.191328373889135","0","0.161895689454428","0","","0","0","0","0.113352290585753","0","","0","0.14044118683542","0.219697048991836","0.0790397031145821","0.108944176606442","0.208485866568552","0","0.179372377234483","0.134432219715342","0.0867363567156102","0","0","0.0984122625687065"
"5075","0.0733989707260446","0","0.0822825540850065","0.122915776968382","0","0.0562297101251136","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0.0808481271249915","0","0.12736208776925","0.0682169916859094","0.251120055467127","0.175107086226211","0.0770578208637932","0","","0","0","0","0.113352290585753","0","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0","0.0786310165362904","0","0.11282686480003","0","0.0867363567156102","0","","0.0984122625687065"
"5077","0.138711016449446","0","0.0909892554878586","0","0.0607625625436045","0.277884676122463","0","0","","0","0.186341508550981","0.132318807980602","0.0739169363724183","0","0.259090866102921","0","0.119698876295834","0.0468958963547686","0.114237909674861","0.225696380172942","0.326952198371213","0.21496985761886","","0.361532531500749","0.355121066926282","0.0939169700942845","0.339172491364226","0.0685282822388326","0.358446975390208","0","0","0","0","","0.0743102054217347","0.0594359400216861","0.1106756862706","0.0599369409421067",""
"5089","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"5100","0","0","0","0.143534703886018","0.211885575636881","0","0.0960515338544264","0.179211421626818","0","","0","0","0.239438113259017","","0","0","0","0","0","0.115579300294224","0","0.206720969030915","0","0","0.0813300052189825","0","0","0.0819999867511244","0.0528813264424594","0","0.0929896713278213","0.0865699000215074","0.355659397452428","0","0","0.27317469773861","0","0","0"
"5155","0","0.20149934236766","","0.111578070953174","","0.0672073582361156","0.117806080677545","0.155422571495787","0","0.0728814407299672","0","0.149621616377448","0","0.0746229971784076","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0.0811732612948975","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0.0377919106542733","0","0","0","0.273908348960456","0.181825448279875","0.0705750910388678"
"5200","0","0","0","0.143534703886018","0.109061452310485","0.187432367083712","0.0960515338544264","0.0723452698862335","0.0466019951784734","0.138653338660747","0","0","0.176895950261755","","","0","0","0","0","0.115579300294224","0","0.106403133095664","0.0722503683459731","0","0","0","0.231131635714365","0.0819999867511244","0.143451051405353","0","0.0385175830246001","0","0.123252414977398","0.0644724941714459","0","0.10128624318528","0","0","0"
"5216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5246","0","0.0593990659827829","0.16056604876638","0","0","","0","0.0723452698862335","0.164759618690247","0","0","0","0.0672988180674641","0","","0.0751596906091234","0.0955287473041393","0","0","0","0.0854349576286191","0","0.194375780772576","0","0.113839658099629","0.0684065265040523","","0","0.263683088258171","0","0","0","0","0.232833297741954","0","0","0","0.0887082153593048","0.172322351366085"
"5257","0","0.152353526578187","0","","0.171324550990271","0.118136583496423","0.260558772774111","0.0723452698862335","0","0.189540035315196","0","0.104374483309051","0.176895950261755","","0.0682169916859094","0.295176410129877","0","0.461842850363681","0","","0","0.106403133095664","0","0.113352290585753","0","","0","0.222441173586545","0.272578375434295","0.298651434765289","","0.426962062992982","0.123252414977398","0.179372377234483","0.229490153886021","0.18802259990089","0","0","0.0984122625687065"
"5262","0.138711016449446","0","0.0909892554878586","0","0.0607625625436045","0.277884676122463","0","0","0.121441564830839","0","0.0508093467048796","0","0.0739169363724183","0","0.140703486021514","0","0.119698876295834","0","0.114237909674861","0.225696380172942","0","0.104064317092973","0.170652160139051","0.233798970605052","0.299625124088497","0.0939169700942845","0.137122835010719","0.0685282822388326","0.358446975390208","0","0","0","0","","0","0.0594359400216861","0","0.0599369409421067",""
"5268","0.084194393672297","0","0","0","0.0553222149431619","0","0","0.0723452698862335","0","0","0.046260155626449","0","0","0","0","0.0889301452233314","0","0.0513718805758621","0","0","0","0","0.0641961369111273","","0","0.0769890054915387","0","0","0","0.105386270819443","0.065968974975871","0.0524206776908603","0.0664426961262355","0.0572853143531784","","0","0","0","0"
"5279","0","0.185403513040502","","0.0587649812684705","0.223255910543671","0.193934768247825","0","0","0.118157623511774","0","0","0.0935635264016044","0","0","0.269051443584589","0.0751596906091234","0.230626797338165","0","0.0644672670063067","0","0.12570938288834","0.0726047192071243","0.122125412426603","0","0.0554959428377848","0","","0","0.130671151609581","0","0","0","0","0.0681115034524463","0","0","0.273908348960456","0.214160576614347","0.120479216495309"
"5302","0.0733989707260446","0.250560786396983","0","0.143534703886018","0.211885575636881","0.106205045942142","0.181002706743293","0.285114052866003","0","","0","0","","","0","0","0","0","0","0.185276240768362","0","0.403506019358338","0","0","","0","0","0.0819999867511244","0.0528813264424594","0","0.0929896713278213","0.0865699000215074","","0.0772472736794528","0","","0","0","0.180494426838948"
"5306","0","0.0962374860905087","0","0","0","0.051330467729169","0","0","0","0.299050722748208","0","0","0.263749305790665","0.11742612040286","0","0","0","0","0","0","0","0.102678578595005","0","0","","0","0","0","0","0","0","0","","0.0772472736794528","0","0.294702090025222","0","0","0.134756540360005"
"5309","0.0733989707260446","0","0","0","0","0","0.0849511728888671","0","0","0.157666662948952","0","0","0.117339498790322","0.0896856808851844","0","0","0","0","0","0.0696969404741374","0","0.094106471732417","0","0","0.127157179408546","0","0","0","0","0","0","0","0.163512805994083","0","0","","0","0","0.045737886478943"
"5312","0","0","0","0.0811954899627254","0","0.061906873371309","0","0","0","0","0","0","0","0","0","0.146863301277469","0","0.0848378685906344","0","0.163453814005685","0","0","0","0","0","","0","0","0.0747854890512051","0","0.108944176606442","0.129854850032261","0","0.0665455124344523","0.134432219715342","0","0","0","0"
"5331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5495","0.0980835003566818","0","0.0687216799765158","0.0833269675791733","0.205146267548177","0.116406559107435","","0.197495090923217","0.0723564717059316","0","0","0","0.0588005628226555","0.138415772616641","0.117685491310975","0.100479091057365","0.0584991716656038","0","0.055830290940016","0.21001638872705","0.0523180130966045","0.137268396991459","0","0.202712652548184","0","0.0996139896332442","0.0854442757933642","0.158679632927647","","0.23315102307384","0","0.118456616342213","0","0.191864193433154","0.137961224434499","0.0784003243221997","0.0677747395738309","0.0543224659058046","0.152799554285147"
"5508","0.236794516806128","0","0.159710935464374","0","0.125210992568886","0.394291235229898","0","0.074884468694726","0.193798036536771","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.258388977332489","0","0.178198047961438","0","0.170068200614877","0.374714707121856","0.0523180130966045","0.104064317092973","0.170652160139051","0.351129738313744","0.299625124088497","0.193530959727529","0.222567110804083","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"5544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5561","0","0.0593990659827829","0.0897776267782953","0","0","0.314159777095421","0","0.0723452698862335","0.401074865713795","0","0.0880043699922338","0.132318807980602","0","0","","0.0751596906091234","0.0955287473041393","0","0","0","0.227826553676318","0","","0.127733560895696","0.11099188567557","0","","0","0.167115113364876","0","0","0","0","0.200695501076338","0","0","0.1106756862706","0.0887082153593048","0.116442959398363"
"5574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5590","0.236794516806128","0","0.0687216799765158","0.347645970817126","0.234272444879371","0.362583825100795","0.178305153314269","0.14722973858096","0.140574807447261","0.189540035315196","0.0508093467048796","0","0.309613449456828","","0.274666439213695","0.191328373889135","0.113652719636996","0.161895689454428","0.10846759403242","","0.0523180130966045","0.106403133095664","0.0881364246742419","0.378177069829804","0.112142091377145","","0.166001911562779","0.290969455825377","","0.1335822800546","0.147461759631043","0.208485866568552","0.123252414977398","","0.134432219715342","0.18802259990089","0.0677747395738309","0.0543224659058046","0.452896938715499"
"5592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5628","0.141548204180147","0.185403513040502","","0.0587649812684705","0.223255910543671","0.34377876187335","0","0","0.171380852601284","0","0.0374442288601845","0.249477255063879","0","0","0.320990973389292","0.345772785010115","","0","0.358815982123557","0.102762532415182","0.174177371563425","0.176669036300098","0.204641147891413","0.0863049590696931","0.242978975549137","0","","0","0.28582802424389","0","0","0","0","0.261397543557777","0","0.0594359400216861","0.368089256711743","",""
"5637","0.462537114658571","0","0.265600384363174","0","0.180533207512048","0.244447241604373","0","0.074884468694726","0.140574807447261","0","0.134513731191513","0.155913728662274","0.132717499195074","0.0599237661378394","0.206449447527786","0.270613094400991","","0","0.341215702567214","0.271952174706674","0.100786001771689","0","0.152332561585369","","0.112142091377145","0.193530959727529","0.237242785436775","0.0685282822388326","","0.0545425769400177","0","0","0.0312603419869728","","0","0","0.161955647325117","","0.354484676146792"
"5640","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"5645","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"5652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5654","0.0980835003566818","0","0","0.13855112153137","0","0","0.103018429070855","0.074884468694726","0.0482376478039544","0.0637329710761948","0","0","0","0","0","0.0835353257228701","0","","0","0.0558818726058428","0","0","0","0","0","0.188169058823497","0","0.145370439222433","0","0.208078317981055","0.403388944001565","","0","0","0.16072442344316","0","0.0615045739763496","0","0"
"5659","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"5660","0.236794516806128","0","0.230499357452459","0.204111266931108","0.125210992568886","","0.0822536194598423","0.14722973858096","0.193798036536771","0.0508866966544491","0.0508093467048796","0","0.200016317262538","0.18728585390709","0.528647261364647","0.191328373889135","0.178198047961438","0.161895689454428","0.170068200614877","","0.0523180130966045","0.104064317092973","0.170652160139051","0.464482028899497","0.357968839350341","","0.339919023686964","0.208969469074253","","0.1335822800546","0.108944176606442","0.208485866568552","0","","0.134432219715342","0.146172296737296","0.0677747395738309","0.114259406847911",""
"5672","0","","0.0727281899585712","0","0.0568381727451478","0","0","0","0","0","0","0","0.103714444119584","0","0","0","0","0","0","0","0","0.110905540525887","0","0","0.0599424692242247","0","0","0.0641023383604644","0","0","0.060221159482964","0","0","0","0","0","0.11954340405635","0","0"
"5679","0.0681492334541019","0.0593990659827829","0.275162199068032","0","0","","0","0.0723452698862335","0.164759618690247","0","0.0374442288601845","0.0750656015372829","0.0672988180674641","0","","0.139117802154653","","0","0.232748108534794","0","0.133902946303704","0","0.194375780772576","0","0.113839658099629","0.0684065265040523","","0","0.263683088258171","0","0","0","0","0.232833297741954","0","0","0.0941809077512865","0.315170427496189","0.172322351366085"
"5695","0","0","0","0.349777448433574","0.24975928983338","0.0562297101251136","","0.194955892114725","0","0.189540035315196","0","0","0.176895950261755","","0.0682169916859094","0.144944163669031","0","0.0770578208637932","0","","0","0.243671530087123","0","0.198734175425245","0","0.211719765101731","0","0.381120806514192","0.248958684092816","0.257648149248404","0.0385175830246001","0.197087632878503","0.123252414977398","0.11282686480003","0.137961224434499","0.266422924223089","0","0","0.0984122625687065"
"5699","0","0","0","0.122915776968382","0","0.0562297101251136","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0","0","0.12736208776925","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0","0","0.113352290585753","0","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0","0.0786310165362904","0","0.11282686480003","0","0.0867363567156102","0","0","0.0984122625687065"
"5712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5763","0","0","0","0.124659350253708","0","0","0.139033992906612","0","0","0","0","0","0","0","0.0384359205120841","0","0","0.0868343268841902","0","0","0","0","0","0","0","0","0","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0","0","0"
"5788","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"5797","0","0","0","0","0","0.187432367083712","0","0.0723452698862335","0.0466019951784734","0","0","0","0","0","","0","0","0","0","0","0","0","0.0722503683459731","0","0","0","0.231131635714365","0","0.090569724962894","0","0","0","0","0.0644724941714459","0","0","0","0","0"
"5832","0.084194393672297","0","0","0","0.0553222149431619","0","0","0","0","0","0.046260155626449","0","0","0","0","0","0","0","0","0","0","0","0.0641961369111273","","0","0","0","0","0","0","0","0","0.0312603419869728","0.0572853143531784","0","0","0","0","0"
"5862","0.236794516806128","0","0.159710935464374","0","0.125210992568886","0.394291235229898","0","0.074884468694726","0.193798036536771","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.258388977332489","0","0.178198047961438","0","0.170068200614877","0.374714707121856","0.0523180130966045","0.104064317092973","0.170652160139051","0.351129738313744","0.299625124088497","0.193530959727529","0.222567110804083","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"5879","0","0","0.0909892554878586","0","0","0.149843993625526","0","0","0.0532232290895104","0","0","0","0","0","0.0519395298047026","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0","0.104064317092973","0.0825157354648095","0.0863049590696931","0.187483032711352","0","0.0565651992413038","0","0.155156872634309","0","0","0","0","0.193286040105331","0","0.0594359400216861","0","0.0599369409421067",""
"5903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5916","0","0.0702819226791484","0","","0.0622630986797856","0.061906873371309","0.0822536194598423","0","0","0","0","0.104374483309051","0","0.115783716153864","0","0.146863301277469","0","0.0848378685906344","0","0.253432177251666","0","0","0","0","0","","0","0","0.0747854890512051","0.158079406229164","0.240882126558184","0.287116883104842","0","0.0665455124344523","0.134432219715342","0","0","0","0"
"5952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5953","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"5959","0.0980835003566818","0.0820716038990382","0","0.114827763108815","0","0","0","0.14722973858096","0.0482376478039544","0","0","0","0","0","0","0.192778181464073","0","","0","0.0558818726058428","0","0","0","0","0","0.246583986428947","0","0.145370439222433","0","0.276003750121021","","0.276416510266029","0.0351823541392627","0","","0","0","0","0"
"5962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5976","0.0733989707260446","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0.216586501471519","0","0.282300680883418","0.174411653526596","0","0","0","0","0.193467078776096","0","0.189805959307176","0","","0.0726047192071243","0.139912236680653","0","0","0","0.155658810371168","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"5985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5988","0","0","0","0","0.102824123326396","0","0","0.179211421626818","0","","0","0","0.222577024668343","0.251273480283794","0","0","0","0","0","0","0","0.202996414530257","0","0","0.247817833732337","0","0","0","0","0","0.0544720883032212","0.0865699000215074","","0","0","0.347821896756166","0","0","0"
"5990","0.0980835003566818","0","0.0687216799765158","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","0.0723564717059316","0","0","0","0.0588005628226555","0.0599237661378394","0.117685491310975","0","0.0584991716656038","0","0.055830290940016","0.149018326948914","0.0523180130966045","0","0","0.117330767708692","0","0.0996139896332442","0.0854442757933642","0","","0.0545425769400177","0","0","0","0.191864193433154","0","0","0.0677747395738309","0.0543224659058046","0.152799554285147"
"5995","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"6010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6016","0","0.0820716038990382","0","0.198154730687988","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","","0","0.299947160909254","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0.184195678860114","0","0.244681944582062","0.0511657977097264","0.240140771555365","","0.243872735850815","0","0","0.33271676105216","0.0784003243221997","0","0.192825625388069","0"
"6019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6034","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"6039","0","0.250560786396983","0","0","0.227350320685968","0.106205045942142","0.0822536194598423","","0","","0","0.0521872416545254","","0.386865484732764","0.045477994457273","0","0","0.0513718805758621","0","0","0","0.263741880828589","0","0.0755681937238352","","0","0","0.0702205934177101","0","0.0526931354097214","0.0544720883032212","0.0865699000215074","","0.0772472736794528","0.0814027515246535","0.568165764793817","0","0","0.134756540360005"
"6057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6086","0.166232733810784","0","0.183317830278167","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","0.0723564717059316","0","0.0374442288601845","0.0750656015372829","0.0588005628226555","0.0599237661378394","0.117685491310975","0.0639581115455297","","0","0.28857839947481","0.149018326948914","0.100786001771689","0","0","0.117330767708692","0","0.0996139896332442","0.15668514966736","0","","0.0545425769400177","0","0","0","0.191864193433154","0","0","0.161955647325117","0.280784678042689","0.152799554285147"
"6088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6093","0","0","0","0","0.102824123326396","0","0","0.179211421626818","0","","0","0","0.0625421629972624","0.133847359880934","0","0","0","0","0","0","0","0.100317835935252","0","0","0.0813300052189825","0","0","0","0","0","0.0544720883032212","0.0865699000215074","0.23240698247503","0","0","0.17188845455333","0","0","0"
"6112","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"6118","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"6140","0","0","0.0909892554878586","0","0","0.149843993625526","0","0","0.0532232290895104","0","0","0","0","0","0.0519395298047026","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0","0.104064317092973","0.0825157354648095","0.0863049590696931","0.187483032711352","0","0.0565651992413038","0","0.155156872634309","0","0","0","0","0.193286040105331","0","0.0594359400216861","0","0.0599369409421067",""
"6151","0","0","0","0","0","0","0","0.0723452698862335","0","0","0","0","0","0","0","0.0889301452233314","0","0.0513718805758621","0","0","0","0","0","0","0","0.0769890054915387","0","0","0","0.105386270819443","0.065968974975871","0.0524206776908603","0.0351823541392627","0","","0","0","0","0"
"6163","0.0733989707260446","0","0","0.143534703886018","0.211885575636881","0","0.181002706743293","0.179211421626818","0","","0","0","0.51681247372042","","0","0","0","0","0","0.185276240768362","0","0.403506019358338","0","0","0.374975013140883","0","0","0.0819999867511244","0.0528813264424594","0","0.0929896713278213","0.0865699000215074","","0","0","","0","0","0.045737886478943"
"6166","0","0.154323300306474","0","0","0","0.0548745782129733","0","0.105902631239185","0","0.0496603309771867","0","0","","0.13559200444897","0","0","0","0","0","0","0","0","0","0","0.0961217926089815","0","0","0","0","0","0","0","0.128754232391279","0","0","0.101575220215265","0","0","0"
