"","Breaking.Bad","Planet.Earth","Sherlock","The.Shawshank.Redemption","Human.Planet","The.Blue.Planet","The.Godfather","Interstellar","Life","Pulp.Fiction","The.Dark.Knight","The.Godfather..Part.II","The.Good..the.Bad.and.the.Ugly","Valley.Uprising","X12.Angry.Men","Boyhood","Fight.Club","Schindler.s.List","The.Decalogue","The.Lord.of.the.Rings..The.Return.of.the.King","Goodfellas","Gravity","House.of.Cards","Inception","One.Flew.Over.the.Cuckoo.s.Nest","Seven.Samurai","Star.Wars","Star.Wars..Episode.V...The.Empire.Strikes.Back","The.Lord.of.the.Rings..The.Fellowship.of.the.Ring","Casablanca","City.of.God","Forrest.Gump","It.s.a.Wonderful.Life","Once.Upon.a.Time.in.the.West","Se7en","Tell.It.on.the.Mountain","The.Lego.Movie","The.Lord.of.the.Rings..The.Two.Towers","The.Matrix"
"1","0","0","0","0.0811954899627254","0","0.061906873371309","0","0","","0","0.0475277918538677","0","0","0","0.0415155390572389","0.146863301277469","0","0.131733764945403","0","0.163453814005685","0.184560602323514","0.110905540525887","0.197865782655733","0","0","","0.0904257218813032","0","0.0747854890512051","0","0.108944176606442","0.129854850032261","0","0.0665455124344523","0.208742425137077","0","0","0","0"
"33","0","0.0702819226791484","0.0643391195705801","","0.0622630986797856","0","0.185272048530697","0","0","0.0637329710761948","0.126136630847827","","0","0.115783716153864","0","0.0835353257228701","0.0608539191361667","0.144766437728986","0.130674619918979","0.0899783632459812","0.05442395247141","0","0.0875211541526432","0","0","0.18546687260844","0","0","0","0.257072570330184","0.19390501183356","","0","0","0.0764645705488601","0","0.0615045739763496","0.0847636347674825","0"
"42","0.0733989707260446","0.0962374860905087","0","0","0","0.051330467729169","0","0","0.216586501471519","0.069679479086411","0.282300680883418","0.0808481271249915","0.103714444119584","0","0","0","0.0583690287420703","0","0.12533869230087","0","","0","0.139912236680653","0","","0","0.0767287693631499","0","0","0","0","0","0.144526267411571","0.0772472736794528","0","0.118768647822386","0","0","0.134756540360005"
"51","0.236794516806128","0","0.0687216799765158","0.122915776968382","0.125210992568886","0.300676951729486","0.0822536194598423","0.14722973858096","0.140574807447261","0.0508866966544491","0.0508093467048796","0","0.132717499195074","0.18728585390709","0.274666439213695","0.0444650726116657","0.113652719636996","0.0770578208637932","0.10846759403242","","0.0523180130966045","0","0.0881364246742419","0.378177069829804","0.112142091377145","0.40525072482926","0.166001911562779","0.208969469074253","","0.1335822800546","0","0.0786310165362904","0","","0","0.0867363567156102","0.0677747395738309","0.0543224659058046","0.452896938715499"
"62","0.236794516806128","0","0.159710935464374","0","0.125210992568886","0.394291235229898","0","0.074884468694726","0.193798036536771","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.258388977332489","0","0.178198047961438","0","0.170068200614877","0.374714707121856","0.0523180130966045","0.104064317092973","0.170652160139051","0.351129738313744","0.299625124088497","0.193530959727529","0.222567110804083","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"75","0.138711016449446","0.13610035803789","0","0","0.0607625625436045","0.128040682496938","0.106188966111084","0.0700480063615659","","0.0656944428953966","0.0983371385587473","0","0.0739169363724183","0.0672642606638883","0.13027949527405","0","0.0551535479713926","0.0468958963547686","0.104861758217767","0.12293384775776","0.184560602323514","","0.286002207329975","0.147494011535359","0.112142091377145","0.0939169700942845","0.170983357650718","0.0685282822388326","0.203290102755899","0","0","0","0.068130335830868","","0.153128080669346","0.0671856930140528","0","0","0.258857479960324"
"130","0","0.154323300306474","0","0","0","0.242306945296685","0","0.178247901125418","0.0466019951784734","0.0496603309771867","0","0","","0.13559200444897","","0","0","0","0","0","0","0","0.0722503683459731","0","0.0961217926089815","0","0.231131635714365","0","0.090569724962894","0","0","0","0.128754232391279","0.0644724941714459","0","0.101575220215265","0","0","0"
"141","0.361165481720676","0","0","0","0.0553222149431619","0","0","0","0.266645074332347","0","","0.249022397052523","0","0","0","0","0.0583690287420703","0","0.299152185335634","0","","0","0.281717718732849","","0","0","0.0767287693631499","0","0","0","0","0","0.0312603419869728","0.0572853143531784","0","0","0.0703331711543807","0","0"
"144","0","0.0820716038990382","0","0.114827763108815","0.102824123326396","0","0","0.179211421626818","0","","0","0","0.0625421629972624","0.133847359880934","0","0.103848036240742","0","0.299947160909254","0","0","0","0.100317835935252","0","0","0.0813300052189825","0.0899037892308128","0","0","0","0.0615323254215424","","0.147784063373357","0.23240698247503","0","0.0950579341706784","0.17188845455333","0","0","0"
"150","0.0733989707260446","0","0","0.122915776968382","0","0.0562297101251136","0.167204792348709","0.0723452698862335","0","0.208553359603401","0","0","0.117339498790322","0.217047768654435","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0.094106471732417","0","0.113352290585753","0.127157179408546","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0","0.0786310165362904","0.163512805994083","0.11282686480003","0","","0","0","0.14415014904765"
"205","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","","0.175107086226211","0","0","0","0","0","0","0","0","0.0942918896293009","0","0.0860023116544145","0","0","0.0807951637726581","0.0642019561567526","0","0","0.0996976024469833","0","0","","0"
"247","0","0.0680501790189448","0","0","0.124526197359571","0","0.188442585570926","","0","0.101773393308898","0","0.0521872416545254","0.0757423207778738","0","0.045477994457273","0.0861062428564424","0","0.150853099542697","0","0.0696969404741374","0","0.0607454662983317","0","0.0755681937238352","0","0","0","","0","0.154732953360373","0","0","0.0351823541392627","0","0.0814027515246535","0","0.0633974637407761","0","0"
"256","0.0733989707260446","0.13610035803789","0","0.143534703886018","0.109061452310485","0","0.287191672854377","0.0700480063615659","0.0902443756131329","0.362014444505096","0","0","0.294235449052077","","0","0","0","0","0.0522244551253623","0.185276240768362","0","","0","0","0.127157179408546","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.354895556802349","0","0.0788178752476109","","0","0","0.102910244577622"
"299","0.203572117322334","0","0.0643391195705801","0.079410755756634","0","0","0","0","0.0500585728608281","0","","","0","0","0","0","0.0608539191361667","0","0.304488112953744","0","0.307791136656651","0","0.165130499293712","0.0811732612948975","0","0","0","0","0","0","0","0","0","0","0","0","0.0703331711543807","0.0847636347674825","0"
"313","0","0.0680501790189448","0","0.124659350253708","0","0","0.245222959017696","0","0","0","0","0","0","0","0.0384359205120841","0.0861062428564424","0","0.186315545851025","0","0.0696969404741374","0","0","0","0","0","0","0","","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0.0633974637407761","0","0"
"319","0.0681492334541019","0","0.114596150301651","0","0","0","0","0","0","0","0.193636491100826","0.231627326500859","0","0","0","0.0639581115455297","","0","","0","0.149555993794414","0","0","0","0","0","0.0712408738739957","0","0","0","0","0","0","0","0","0","0.159657526753904","0.278942700085087","0"
"336","0.138711016449446","0.0593990659827829","0.251555304254239","0","0.0607625625436045","","0","0.0723452698862335","0.286201183521087","0","0.0508093467048796","0","0.141215754439882","0","","0.0751596906091234","0.215227623599974","0","0.114237909674861","0.225696380172942","0.0854349576286191","0.104064317092973","0.365027940911628","0.233798970605052","0.413464782188126","0.162323496598337","","0.0685282822388326","0.62213006364838","0","0","0","0","","0","0.0594359400216861","0","0.148645156301411",""
"367","0.0890093262103237","0.132036741617553","0.174618943490188","0.13855112153137","0","0","0.103018429070855","0","0.236315247023548","0.0637329710761948","0.13691006433955","0.132318807980602","0","0","0.0768718410241683","0.0835353257228701","0.0707828443436085","0.144766437728986","0.0506651634640467","0","0.142391596047698","0","","0.127733560895696","0.0554959428377848","0.108477867116901","0.111623934472204","0.0659607619988761","0","0.0989931641010198","0.0619670618818182","","0","0.0681115034524463","0.0764645705488601","0","","0","0.0665388339419218"
"371","0","0.0962374860905087","0","0","0","0.051330467729169","0","0","0","0.299050722748208","0","0","0.263749305790665","0.11742612040286","0","0","0","0","0","0","0","0.102678578595005","0","0","","0","0","0","0","0","0","0","","0.0772472736794528","0","0.294702090025222","0","0","0.134756540360005"
"383","0","0.13610035803789","0","0","0","0","0.106188966111084","0.0700480063615659","","0.0656944428953966","0.0475277918538677","0","0","0.0672642606638883","0.0415155390572389","0","0","0.0468958963547686","0.0522244551253623","0","0.184560602323514","","0.197865782655733","0","0","0","0.0904257218813032","0","0","0","0","0","0.068130335830868","0","0.153128080669346","0.0671856930140528","0","0","0.0571723580986788"
"422","0.084194393672297","0","0.0909892554878586","0.122915776968382","0.0553222149431619","0.206073703750639","0.0822536194598423","0.0723452698862335","0.0532232290895104","0.0508866966544491","0.046260155626449","0","0","0.12736208776925","0.120156521490612","0.0444650726116657","0.0645453283244419","0.0770578208637932","0.0616006065824565","","0","0.104064317092973","0.146711872375937","","0.187483032711352","0.211719765101731","0.0565651992413038","0.14044118683542","0.30006843257494","0.0790397031145821","0","0.0786310165362904","0.0312603419869728","0.36339821925854","0","0.146172296737296","0","0.0599369409421067",""
"428","0.182277894028979","0.126004447057719","","0.0587649812684705","0.343026555512114","0.183613917343551","0","0.074884468694726","0.0723564717059316","0","0.046260155626449","0.0935635264016044","0.0588005628226555","0.0599237661378394","0.117685491310975","0","0.19359722169963","0","0.120297557946323","0.149018326948914","0.0925924383563257","0.0726047192071243","0.0641961369111273","","0","0.0996139896332442","0.164374316801383","0","","0.0545425769400177","0","0","0.0312603419869728","0.249149507786333","0","0","0.341683088534287","0.179774827160847","0.223374645324015"
"438","0.0980835003566818","0.0820716038990382","0","0.114827763108815","0","0","0","0.074884468694726","0.0482376478039544","0","0","0","0","0","0","0.103848036240742","0","","0","0.0558818726058428","0","0","0","0","0","0.169594980937408","0","0.145370439222433","0","0.170617479301578","","0.223995832575169","0","0","0.179317787064978","0","0","0","0"
"447","0","0","0","0","0.227350320685968","0","0.0822536194598423","","0","","0","0.0521872416545254","0.138284483775136","0.133847359880934","0.045477994457273","0","0","0.0513718805758621","0","0","0","0.161063302233583","0","0.0755681937238352","0.0813300052189825","0","0","0.0702205934177101","0","0.0526931354097214","0.0544720883032212","0.0865699000215074","0.267589336614293","0","0.0814027515246535","0.17188845455333","0","0","0"
"458","0.0980835003566818","0","0.0687216799765158","0.122915776968382","0.0644484300252817","0.172636269232549","0.0822536194598423","0.14722973858096","0.0723564717059316","0.0508866966544491","0","0","0.0588005628226555","0.18728585390709","0.185902482996884","0.0444650726116657","0.0584991716656038","0.0770578208637932","0.055830290940016","","0.0523180130966045","0","0","0.230683058294445","0","0.311333754734975","0.0854442757933642","0.14044118683542","","0.1335822800546","0","0.0786310165362904","0","0.304691058233185","0","0.0867363567156102","0.0677747395738309","0.0543224659058046","0.251211816853854"
"472","0.0733989707260446","0.154323300306474","0","0","0","0.0548745782129733","0.0849511728888671","0.105902631239185","0","0.207326993926139","0","0","","0.225277685334154","0","0","0","0","0","0.0696969404741374","0","0.094106471732417","0","0","0.223278972017527","0","0","0","0","0","0","0","0.292267038385362","0","0","","0","0","0.045737886478943"
"477","0.196167000713364","0.0680501790189448","0.0687216799765158","0.3515210217189","0.314207719858662","0.116406559107435","","0.272379559617943","0.120594119509886","0.138653338660747","0","0","0.23569651308441","","0.156121411823059","0.186585333913807","0.0584991716656038","","0.055830290940016","0.451174502101255","0.0523180130966045","0.243671530087123","0","0.202712652548184","0","0.179305181339839","0.0854442757933642","","","","0.435693425025283","0.369845403137898","0.123252414977398","0.191864193433154","0.359816840924137","0.179686567507479","0.131172203314607","0.0543224659058046","0.152799554285147"
"504","0.138711016449446","0","0","0","0.0607625625436045","0.31547304958065","0","0.0723452698862335","0.114820330919802","0","0.0508093467048796","0","0.0739169363724183","0","","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.160386793020215","0.147494011535359","0.112142091377145","0.0939169700942845","0.31168927148378","0.0685282822388326","0.293859827718793","0","0","0","0","","0","0","0","0","0.201685121861645"
"508","0.0733989707260446","0","0.0822825540850065","0.0811954899627254","0","0.061906873371309","0","0","0","0","0","0.0808481271249915","0","0","0","","0.175107086226211","0.0848378685906344","0","0.163453814005685","0","0","0","0","0","","0","0.0860023116544145","0.0747854890512051","0","0.189739340379101","0.194056806189014","0","0.0665455124344523","0.234129822162325","0","0","","0"
"543","0.138711016449446","0","0.0643391195705801","0.079410755756634","0.0607625625436045","0.128040682496938","0","0","0.304533582764877","0","0.26495034754494","","0.0739169363724183","0","0.16563579724098","0","0.116007467107559","0","0.183311923011383","0.12293384775776","0.196815548519108","0","","0.275227572431055","0.16763803421493","0.0939169700942845","0.192181570241619","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0.1106756862706","0.0847636347674825","0.268223955803567"
"584","0.138711016449446","0.0962374860905087","0.0909892554878586","0.261466898499753","0.0607625625436045","0.385444853976746","0.185272048530697","0.0723452698862335","0.121441564830839","0.184299146817055","0.0508093467048796","0","0.177631380492003","0.12736208776925","0.208920477707423","0.128000398334536","0.119698876295834","0.221824258592779","0.114237909674861","","0","0.104064317092973","0.170652160139051","0.347151261190805","","0.414114602312917","0.137122835010719","0.208969469074253","0.503358535330839","0.178032867215602","0.0619670618818182","","0.144526267411571","","0.0764645705488601","0.264940944559682","0.0615045739763496","0.0599369409421067",""
"613","0.292581443532658","0.132036741617553","0.174618943490188","0","0","0","0","0","0.0500585728608281","0","","0.324735994891108","0","0","0","0","0.296845120595949","0","","0","0.35445518930457","0","0.145476748688216","0.0811732612948975","0","0","0","0.0659607619988761","0","0","0","0","0","0","0","0","","0.052480487948203","0"
"626","0","0.13610035803789","0","0.0833269675791733","0.265224034882466","0","","","0.0902443756131329","0.167467836204295","0","0.0521872416545254","0.0757423207778738","0.14575626714269","0.045477994457273","0.189409236280696","0","0.102743761151724","0.0522244551253623","0.0609980617781359","0","","0","0.160950078563328","0","0.0769890054915387","0","0.228900226345357","0.0511657977097264","0.336687852362986","0.065968974975871","0.170877294033073","0.138495044109393","0","","0.145586017336253","0","0","0.0571723580986788"
"642","0","0","0","0.122915776968382","0","0.0562297101251136","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0","0","0.12736208776925","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0","0","0.113352290585753","0","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0","0.0786310165362904","0","0.11282686480003","0","0.0867363567156102","0","0","0.0984122625687065"
"644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","0","0.0593990659827829","0.0897776267782953","0","0.124526197359571","0.126727410011709","0.0822536194598423","","0.118157623511774","0.101773393308898","0","0.0521872416545254","0.0757423207778738","0","0.314529438041862","0.0751596906091234","0.0955287473041393","0.0513718805758621","0","0","0.0854349576286191","0.0607454662983317","0.122125412426603","0.0755681937238352","0.0554959428377848","0","","0.0702205934177101","0.0765453884019815","0.0526931354097214","0","0","0.0351823541392627","0.0681115034524463","0.0814027515246535","0","0","0.0887082153593048","0.0499041254564414"
"683","0","0.222373479325419","0","0","0","0.0548745782129733","0.106188966111084","0.105902631239185","0","0.0496603309771867","0","0","","0.13559200444897","0","0.0861062428564424","0","0.0994812189668351","0","0.0696969404741374","0","0","0","0","0.0961217926089815","0","0","","0","0.102039817950652","0","0","0.128754232391279","0","0","0.101575220215265","0.0633974637407761","0","0"
"691","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"715","0","0","0","0","0.102824123326396","0","0","0.179211421626818","0","","0","0","0.0625421629972624","0.133847359880934","0","0","0","0","0","0","0","0.100317835935252","0","0","0.0813300052189825","0","0","0","0","0","0.0544720883032212","0.0865699000215074","0.23240698247503","0","0","0.17188845455333","0","0","0"
"736","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"794","0.0733989707260446","0.0680501790189448","0","0.122915776968382","0","0.0562297101251136","0.273393758459793","0.0723452698862335","0","0.208553359603401","0","0","0.117339498790322","0.217047768654435","0.0682169916859094","0.130571315468108","0","0.176539039830628","0","","0","0.094106471732417","0","0.113352290585753","0.127157179408546","0.211719765101731","0","","0.14491155994063","0.181079521065234","0","0.0786310165362904","0.163512805994083","0.11282686480003","0","","0.0633974637407761","0","0.14415014904765"
"830","0","0.0820716038990382","0","0.114827763108815","0","0","0","0","0","0","0","0","0","0","0","0.103848036240742","0","0.299947160909254","0","0","0","0","0","0","0","0.0899037892308128","0","0","0","0.0615323254215424","","0.0612141633518493","0","0","0.0950579341706784","0","0","0","0"
"852","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"876","0","0.13610035803789","0","0.0833269675791733","0.140697837522895","0","","0.192658628590057","0.0902443756131329","0.0656944428953966","0","0","0","0.14575626714269","0","0.100479091057365","0","0","0.0522244551253623","0.0609980617781359","0","","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0.068130335830868","0","0.216779099682109","0.145586017336253","0","0","0.0571723580986788"
"890","0","","0.0727281899585712","0","0.0568381727451478","0","0.106188966111084","0.0700480063615659","0.0902443756131329","0.0656944428953966","0","0","0.103714444119584","0.0672642606638883","0","0","0","0","0.0522244551253623","0","0","","0","0","0.0599424692242247","0","0","0.0641023383604644","0","0","0.060221159482964","0","0.068130335830868","0","0.0788178752476109","0.0671856930140528","0.11954340405635","0","0.0571723580986788"
"906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"915","0.345120321502481","0","0.178935269872231","0.079410755756634","0","0","0","0","0.266645074332347","0","","","0","0","0","0.0639581115455297","","0","","0","","0","0.305042735974365","0.0811732612948975","0","0","0.147969643237146","0","0","0","0","0","0","0","0","0","0.229990697908284","0.363706334852569","0"
"917","0.0733989707260446","0","0","0","0","0","0","0","","0","0.329828472737286","0.0808481271249915","0","0","0.0415155390572389","0","0.0583690287420703","0.0468958963547686","0.12533869230087","0","","0.110905540525887","0.337778019336386","0","0","0","0.167154491244453","0","0","0","0","0","0","0","0.0743102054217347","0","0","0","0"
"925","0","0","0","0.204111266931108","0","0.118136583496423","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0","0","0.12736208776925","0.0682169916859094","0.191328373889135","0","0.161895689454428","0","","0","0","0","0.113352290585753","0","","0","0.14044118683542","0.219697048991836","0.0790397031145821","0.108944176606442","0.208485866568552","0","0.179372377234483","0.134432219715342","0.0867363567156102","0","0","0.0984122625687065"
"948","0.138711016449446","0.0593990659827829","0.0897776267782953","0","0.0607625625436045","0.254768092508647","0","0","0.42269120627665","0","0.138813716697113","0.132318807980602","0.0739169363724183","0","0.434687240825569","0.0751596906091234","0.150682295275532","0","0.0526373030924043","0.12293384775776","0.227826553676318","0","","0.275227572431055","0.223133977052715","0.0939169700942845","","0.0685282822388326","0.27983549115788","0","0","0","0","","0","0","0.1106756862706","0.0887082153593048","0.318128081260008"
"951","0","0.0962374860905087","0.161777677475943","0","0","","0","0","0.289538476113058","0.069679479086411","0.0880043699922338","0.132318807980602","0.171013262187048","0","0.33085266317512","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0.142391596047698","0.104064317092973","","0.214038519965389","","0.0684065265040523","0.285541046596389","0","0.251724847527605","0","0","0","0.144526267411571","0.438894117355292","0","0.178204587844072","0.1106756862706","0.0599369409421067",""
"953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"956","0.084194393672297","0","0","0","0.0553222149431619","0","0","0","0.236315247023548","0","0.134264525618683","0.132318807980602","0","0","0.0768718410241683","0","0","0","0","0","0.142391596047698","0","","","0.0554959428377848","0","0.111623934472204","0","0","0","0","0","0.0312603419869728","0.125396817805625","0","0","0.1106756862706","0","0.0665388339419218"
"971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"972","0.383592458258217","0.358342291186117","","0.0587649812684705","0.348466903112557","0.512829061195183","0.191140138999951","0.144932475056292","0.284042412149904","0.29304058493076","0.207001608945521","0.330973378490172","0.35377144210498","0.216873707686912","0.258388977332489","0.206654982855462","0.714465460474015","0","","0.444411647595994","0.193680443475655","","0.170652160139051","0.351129738313744","","0.193530959727529","0.301497151812102","0.0685282822388326","","0.0545425769400177","0","0","0.376169409236522","","0.0788178752476109","","0.407159707536904","",""
"975","0.0980835003566818","0","0.0687216799765158","0","0.0644484300252817","0.116406559107435","0","0.074884468694726","","0","0.20372005409451","0.156561724963576","0.0588005628226555","0.0599237661378394","0.159201030368213","0","0.284561447917944","0.0468958963547686","","0.149018326948914","0.337966620539448","0.110905540525887","0.197865782655733","0.117330767708692","0","0.0996139896332442","0.175869997674667","0","","0.0545425769400177","0","0","0","0.191864193433154","0.0743102054217347","0","0.133251358576448","0.106802953854008","0.152799554285147"
"978","0.0980835003566818","0","0.159710935464374","0","0.0644484300252817","0.26625055273296","0","0.074884468694726","0.125579700795442","0","0","0","0.0588005628226555","0.0599237661378394","0.169625021115677","0","0.123044499990046","0","0.117430897522473","0.251780859364097","0.0523180130966045","0.104064317092973","0.0825157354648095","0.203635726778385","0.187483032711352","0.0996139896332442","0.142009475034668","0","","0.0545425769400177","0","0","0","0.385150233538485","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"1022","0.0980835003566818","0","0","0.342662388462478","0.102824123326396","0.118136583496423","0.185272048530697","0.326441160207778","0.0482376478039544","","0","0","0.0625421629972624","0.261209447650184","0.0682169916859094","0.274863699612005","0","","0","","0","0.100317835935252","0","0.113352290585753","0.0813300052189825","","0","0.285811626057853","0.219697048991836","0.287118021095637","0.566805208911228","","0.23240698247503","0.179372377234483","0.295156643158502","0.25862481126894","0.0615045739763496","0","0.0984122625687065"
"1037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1083","0.0890093262103237","0.132036741617553","0.174618943490188","0","0","0","0","0","0","0","0.0489056943473158","0","0","0","0","0","0.0707828443436085","0","0.0506651634640467","0","0","0","0.0678674035471469","0","0","0","0","0.0659607619988761","0","0","0","0","0","0","0","0","","0","0"
"1117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1135","0.138711016449446","0.126004447057719","","0.0587649812684705","0.284018473087275","","0","0","0.121441564830839","0","0.0508093467048796","0.0935635264016044","0.141215754439882","0","0.342744778367763","0","0.254796926329861","0","0.178705176681167","0.225696380172942","0.0402744252597213","0.176669036300098","0.170652160139051","0.233798970605052","0.357968839350341","0.162323496598337","0.333404788901618","0.0685282822388326","0.509140713491103","0","0","0","0","","0","0.0594359400216861","0.273908348960456","0.185389302197149",""
"1144","0","0.0680501790189448","0","0","0","0","0.106188966111084","0","0","0","0","0","0","0","0","0.0861062428564424","0","0.0994812189668351","0","0.0696969404741374","0","0","0","0","0","0","0","","0","0.102039817950652","0","0","0","0","0","0","0.0633974637407761","0","0"
"1174","0.320988910478425","0.134893961292724","0.329657365118059","0.0528130896847033","","0.371174651616082","0.117806080677545","0.230307040190513","0.258732430959034","0.0728814407299672","0.0970695023313286","0.0560580899758438","0.132717499195074","0.134546763316247","0.475500891112375","0.0751596906091234","0.209181466941136","0","0.10846759403242","0.271952174706674","0.137752970725224","0","0.274457974011973","","0.16763803421493","0.193530959727529","","0.0685282822388326","","0.0545425769400177","0","0","0.0690522526412461","","0","0","0.0677747395738309","0.199403768289942","0.404388801603234"
"1179","0","0.126004447057719","","0.138175737025104","0.223255910543671","0.0672073582361156","0","0","0","0","0.126136630847827","","0","0","0","0","0.195951969170193","0","0.195141886925286","0","0.0946983777311313","0.0726047192071243","0.0875211541526432","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.210215996022525","0.0705750910388678"
"1185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1201","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"1207","0.187092826567006","0.132036741617553","0.334329878954563","0","0.0644484300252817","0.26625055273296","0","0.074884468694726","0.125579700795442","0","0.0489056943473158","0","0.0588005628226555","0.0599237661378394","0.169625021115677","0","0.193827344333654","0","0.168096060986519","0.251780859364097","0.0523180130966045","0.104064317092973","0.150383139011956","0.203635726778385","0.187483032711352","0.0996139896332442","0.142009475034668","0.0659607619988761","","0.0545425769400177","0","0","0","0.385150233538485","0","0.0594359400216861","","0.114259406847911",""
"1233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1253","0.236794516806128","0","0.159710935464374","0.122915776968382","0.125210992568886","0.450520945355012","0.0822536194598423","0.14722973858096","0.193798036536771","0.0508866966544491","0.0508093467048796","0","0.132717499195074","0.18728585390709","0.326605969018398","0.0444650726116657","0.178198047961438","0.0770578208637932","0.170068200614877","","0.0523180130966045","0.104064317092973","0.170652160139051","0.464482028899497","0.299625124088497","0.40525072482926","0.222567110804083","0.208969469074253","","0.1335822800546","0","0.0786310165362904","0","","0","0.146172296737296","0.0677747395738309","0.114259406847911",""
"1259","0.138711016449446","0","0.0909892554878586","0","0.0607625625436045","0.277884676122463","0","0","0.121441564830839","0","0.0508093467048796","0","0.0739169363724183","0","0.140703486021514","0","0.119698876295834","0","0.114237909674861","0.225696380172942","0","0.104064317092973","0.170652160139051","0.233798970605052","0.299625124088497","0.0939169700942845","0.137122835010719","0.0685282822388326","0.358446975390208","0","0","0","0","","0","0.0594359400216861","0","0.0599369409421067",""
"1264","0","0","0","0.124659350253708","0","0","0.139033992906612","0","0","0","0","0","0","0","0.0384359205120841","0","0","0.0868343268841902","0","0","0","0","0","0","0","0","0","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0","0","0"
